RT_ID,SN_B,SN_E,STOP_CD_B,STOP_CD_E,DIST,LMT_SPD
VERSPH-PT1,1,24,ESTAPAA,PACUR  ,258976,40
VERSPU-PT1,1,19,ESTAPAA,URRACCA,147035,60
VERTCA-NA2,1,17,ESTAPAA,PENAB1A,75222,40
VERTMX-NA2,1,16,ESTAPAA,MAINT1A,66672,40
VE1WSI-NA2,1,13,ESTLP2A,YSAJO1A,36608,40
VE2TPP-NA2,1,8,ESTLP1A,PAPUE  ,14734,40
VE3CE4-NA1,1,7,ESTICAA,ESTVARA,18546,40
VE3KAL-NA1,1,8,ESTICAA,ALBROCA,17752,40
VE3MED-NA1,1,6,ESTICAA,DORAD1A,12403,60
VE3NAC-NA2,1,8,ESTICAA,ESTAN1A,51190,60
VE3NEC-NA2,1,19,ESTICAA,ESTACAA,242768,40
VLPSER-CR2,1,22,LPAVA1A,ESTAPAA,325806,40
VLPSET-NA1,1,11,LPAVA1A,COEST1A,79431,60
VLPSPD-NA2,1,26,LPAVA1A,PADON  ,519846,40
VLPSSP-LB2,1,10,LPAVA1A,AVE3CSA,72630,40
VLP4EM-NA1,1,6,LPAVA1A,ESTAMAA,17030,40
VLP4MC-NA1,1,6,LPAVA1A,MERMACA,17043,60
VM3SPH-PT1,1,23,MAINT2A,PACUR  ,281481,40
VM3SPU-PT1,1,19,MAINT2A,URRACCA,174357,60
VM3YCP-NA2,1,14,MAINT2A,CPRAD1A,40077,30
VERTPD-NA2,1,24,ESTAPAA,PADON  ,149138,40
VERUC1-NA2,1,6,ESTAPAA,CONCE1A,9473,40
VERUEB-NA2,1,22,ESTAPAA,ETBVE1A,99653,60
VERUJV-NA2,1,4,ESTAPAA,JJVAL1A,3980,60
VERWP2-NA2,1,8,ESTAPAA,ESTAPEA,13975,40
VE3NM1-NA2,1,12,ESTICAA,MANOP1A,115391,40
VE3NPB-NA2,1,19,ESTICAA,PACAB  ,242838,40
VE3NPO-NA2,1,7,ESTICAA,PAOJO  ,37936,40
VE3NSB-NA2,1,7,ESTICAA,ESTSI2A,38692,60
VE3NST-NA2,1,16,ESTICAA,ESTASLA,178244,40
VPDNPB-NA2,1,24,PADON  ,PACAB  ,365458,40
VPDNPO-NA2,1,11,PADON  ,PAOJO  ,56795,40
VPDSAL-PT1,1,29,PADON  ,ALBROCA,415065,40
VPDSA3-PT1,1,30,PADON  ,ADETM2A,432560,60
VPDSBV-NA2,1,19,PADON  ,BVVCS1A,123550,40
VPHSBR-NA2,1,13,PACUR  ,BALBO2A,130336,60
VPHSBV-NA2,1,11,PACUR  ,BVVCS1A,73868,40
VPHSCA-NA2,1,22,PACUR  ,PENAB1A,376180,40
VPHSCE-NA2,1,12,PACUR  ,BVVCS2A,89015,40
VPHSCP-CR2,1,17,PACUR  ,CPRAD1A,239775,30
VPHSCU-CR2,1,11,PACUR  ,CIRCU2A,115580,40
VPHSC1-CR2,1,12,PACUR  ,CONCE1A,121336,40
VPPNCN-NA1,1,10,PAPUE  ,CVANA2A,127674,60
VPPNPB-NA2,1,20,PAPUE  ,PACAB  ,256358,40
VPPNPC-NA1,1,14,PAPUE  ,PACHO  ,233984,40
VPPNPH-NA1,1,8,PAPUE  ,PACUR  ,55422,40
VPPNPO-NA2,1,8,PAPUE  ,PAOJO  ,42506,40
VPPQES-NA2,1,34,PAPUE  ,ESTASIA,297918,40
VPBRPS-NA2,1,22,PACAB  ,VPESA1A,111225,30
VPBRSB-NA2,1,18,PACAB  ,ESTSI2A,77834,60
VPBRVE-NA2,1,21,PACAB  ,VERAN3A,101151,40
VPBRVR-NA2,1,28,PACAB  ,VILRICA,179241,40
VPDSCE-NA2,1,19,PADON  ,BVVCS2A,123031,40
VPDSCN-PT1,1,28,PADON  ,CVANA2A,373113,60
VPDSCV-NA1,1,22,PADON  ,CRUVHVA,203991,60
VPDSC5-PT1,1,22,PADON  ,HSBCL3A,205107,60
VPHSDB-CR2,1,13,PACUR  ,CAL1C1A,168765,40
VPHSDI-NA2,1,28,PACUR  ,PARED2A,578782,60
VPHSDO-NA2,1,26,PACUR  ,ESTA24A,610142,60
VPHSDR-NA2,1,29,PACUR  ,PARED1A,613663,60
VPPSBV-NA2,1,7,PAPUE  ,BVVCS1A,20122,40
VPPSCE-NA2,1,8,PAPUE  ,BVVCS2A,23418,40
VPPSCV-NA1,1,10,PAPUE  ,CRUVHVA,61185,60
VPPSC5-PT1,1,10,PAPUE  ,HSBCL3A,62301,60
VPPSEM-PT1,1,15,PAPUE  ,ESTAMAA,138087,40
VPPSL2-PT1,1,16,PAPUE  ,LPAVA2A,151974,60
VPPSMC-PT1,1,15,PAPUE  ,MERMACA,138100,60
VPBZEC-NA2,1,2,PACAB  ,ESTACAA,70,40
VPB0AZ-NA2,1,5,PACAB  ,EALCDIA,5524,30
VPB0BN-NA2,1,22,PACAB  ,DONBN2A,124272,60
VPB0CH-NA2,1,40,PACAB  ,CHAGR1A,408790,60
VPB0S2-NA2,1,14,PACAB  ,SANVI2A,51211,60
VPDSEB-NA2,1,27,PADON  ,ETBVE1A,291099,60
VPDSEL-NA2,1,28,PADON  ,ETBVE2A,322454,40
VPDSEM-NA1,1,27,PADON  ,ESTAMAA,346523,40
VPHSDX-NA2,1,25,PACUR  ,ESTADAA,575559,60
VPHSEB-NA2,1,14,PACUR  ,ETBVE1A,148499,60
VPHSEL-NA2,1,17,PACUR  ,ETBVE2A,175738,40
VPHSES-NA2,1,36,PACUR  ,ESTASIA,854177,40
VPPSPU-PT1,1,11,PAPUE  ,URRACCA,75895,60
VPPSVV-PT1,1,12,PAPUE  ,VVETK2A,92396,60
VPPTCA-NA2,1,18,PAPUE  ,PENAB1A,91196,40
VPPTDI-NA2,1,26,PAPUE  ,PARED2A,186129,60
VPPTDO-NA2,1,29,PAPUE  ,ESTA24A,228762,60
VAMARV1-N2,1,21,AMANE2A,VALLE1A,86594,30
VPCICV-NA1,1,12,PACHO  ,CRUVHVA,99963,60
VPCIE3-NA1,1,13,PACHO  ,ESTICAA,61216,40
VPCIE4-NA1,1,11,PACHO  ,ESTVARA,48870,40
VAMCCAZ-N2,1,14,AMANE2A,EALCDIA,35418,30
VPCKL2-NA1,1,8,PACHO  ,LPAVA2A,26558,60
VPDSET-NA1,1,26,PADON  ,COEST1A,260225,60
VPDSL2-PT1,1,28,PADON  ,LPAVA2A,373536,60
VPDSMC-PT1,1,27,PADON  ,MERMACA,346536,60
VPHSET-NA1,1,11,PACUR  ,COEST1A,96319,60
VPHSJV-CR2,1,23,PACUR  ,JJVAL1A,342566,60
VPHSJ2-CR2,1,10,PACUR  ,ESTAD2A,93243,40
VPHSMX-NA2,1,23,PACUR  ,MAINT1A,407431,40
VPHSNI-NA2,1,34,PACUR  ,NVAES1A,803322,60
VPPTDR-NA2,1,27,PAPUE  ,PARED1A,200013,60
VPPTDX-NA2,1,28,PAPUE  ,ESTADAA,214748,60
VAMCCBN-N2,1,31,AMANE2A,DONBN2A,207903,60
VPCKVV-NA1,1,5,PACHO  ,VVETK2A,9312,60
VPCLED-NA1,1,3,PACHO  ,DORAD1A,13222,60
VPCMA3-NA1,1,8,PACHO  ,ADETM2A,27084,60
VPCMCN-NA1,1,7,PACHO  ,CVANA2A,20386,60
VAMCCCH-N2,1,49,AMANE2A,CHAGR1A,549319,60
VPDSPC-PT1,1,28,PADON  ,PACHO  ,351860,40
VPDSPH-PT1,1,28,PADON  ,PACUR  ,352557,40
VPDSPU-PT1,1,23,PADON  ,URRACCA,231827,60
VPDSVV-PT1,1,24,PADON  ,VVETK2A,261454,60
VPHSPD-NA2,1,29,PACUR  ,PADON  ,613128,40
VPHSPF-NA2,1,15,PACUR  ,PBAVE1A,157007,40
VPHSPG-NA2,1,16,PACUR  ,PAGMN1A,199305,50
VPPTMX-NA2,1,19,PAPUE  ,MAINT1A,100620,40
VPPTNI-NA2,1,32,PAPUE  ,NVAES1A,284687,60
VPPTPD-NA2,1,27,PAPUE  ,PADON  ,199506,40
VPCNAC-NA2,1,6,PACHO  ,ESTAN1A,70045,60
VPCNAE-NA2,1,6,PACHO  ,ESTAN2A,70604,60
VPCNAZ-NA2,1,21,PACHO  ,EALCDIA,396686,30
VPCNBN-NA2,1,6,PACHO  ,DONBN2A,103726,60
VPCNCH-NA2,1,25,PACHO  ,CHAGR1A,777600,60
VPCNEA-NA2,1,28,PACHO  ,AMANE1A,582662,40
VPDUC1-NA2,1,23,PADON  ,CONCE1A,136503,40
VPDUJV-NA2,1,23,PADON  ,JJVAL1A,133827,60
VPDUJ2-NA2,1,26,PADON  ,ESTAD2A,176270,40
VPHSP4-NA2,1,43,PACUR  ,PPAPC1A,1190515,40
VPHSP6-NA2,1,21,PACUR  ,PREAL2A,370187,50
VPHSSP-LB2,1,10,PACUR  ,AVE3CSA,84477,40
VPHSTO-NA2,1,19,PACUR  ,CRUCE1A,373455,50
VPPWP2-NA2,1,13,PAPUE  ,ESTAPEA,37933,40
VPPWP6-NA2,1,14,PAPUE  ,PREAL2A,44558,50
VPPWSI-NA2,1,13,PAPUE  ,YSAJO1A,37596,40
VPQBPD-NA2,1,20,PREAL1A,PADON  ,76270,40
VPQDCP-NA2,1,2,PREAL1A,CPRAD1A,1509,30
VPQEES-NA2,1,28,PREAL1A,ESTASIA,135295,40
VPQEMX-NA2,1,15,PREAL1A,MAINT1A,32975,40
VPCNEC-NA2,1,18,PACHO  ,ESTACAA,320854,40
VPCNEP-NA2,1,13,PACHO  ,PODERTA,215431,40
VPCNER-NA2,1,10,PACHO  ,ESTAPAA,217511,40
VPCNE1-NA2,1,6,PACHO  ,ESTLP2A,96324,40
VPCNJV-NA2,1,8,PACHO  ,JJVAL1A,157827,60
VPCNLA-NA2,1,5,PACHO  ,ANDESLA,52754,30
VPCNLR-NA2,1,6,PACHO  ,PUEBL4A,96352,60
VPCNM1-NA2,1,10,PACHO  ,MANOP1A,152646,40
VPCNPB-NA2,1,18,PACHO  ,PACAB  ,320924,40
VPD5CP-NA2,1,17,PADON  ,CPRAD1A,71147,30
VPD5CU-NA2,1,22,PADON  ,CIRCU2A,127788,40
VPD5DB-NA2,1,21,PADON  ,CAL1C1A,112110,40
VPHSVL-CR2,1,15,PACUR  ,VERDB2A,165909,40
VPH2A2-NA1,1,3,PACUR  ,AMELI3A,8629,40
VPH4PU-NA1,1,7,PACUR  ,URRACCA,30099,60
VPH8EM-NA1,1,5,PACUR  ,ESTAMAA,16596,40
VPH8E3-NA1,1,7,PACUR  ,ESTICAA,39661,40
VPH8E4-NA1,1,6,PACUR  ,ESTVARA,30513,40
VPKZGO-NA2,1,3,PAACO  ,ALLSB1A,6259,60
VPMBDO-NA2,1,7,PAMEG  ,ESTA24A,16614,60
VPMBDR-NA2,1,5,PAMEG  ,PARED1A,8269,60
VPMBDX-NA2,1,6,PAMEG  ,ESTADAA,12802,60
VPMBNI-NA2,1,7,PAMEG  ,NVAES1A,14954,60
VPMBP4-NA2,1,16,PAMEG  ,PPAPC1A,87768,40
VPT4AL-NA1,1,10,PAICT1A,ALBROCA,29021,40
VPT4A2-NA1,1,7,PAICT1A,AMELI3A,14658,40
VPUSBV-NA2,1,7,URRACCA,BVVCS1A,22106,40
VPUSCE-NA2,1,8,URRACCA,BVVCS2A,31588,40
VPUSCP-LB2,1,21,URRACCA,CPRAD1A,261223,30
VPUSDR-NA2,1,23,URRACCA,PARED1A,425968,60
VPUSER-LB2,1,20,URRACCA,ESTAPAA,238279,40
VPCNPN-NA2,1,5,PACHO  ,POLIC1A,54470,30
VPCNPO-NA2,1,5,PACHO  ,PAOJO  ,52191,40
VPCNPP-NA2,1,6,PACHO  ,PAPUE  ,96114,40
VPCNPS-NA2,1,8,PACHO  ,VPESA1A,107721,30
VPCNP2-NA2,1,16,PACHO  ,ESTAPEA,409613,40
VPCNP7-NA2,1,6,PACHO  ,POLSI2A,73542,30
VPCNSB-NA2,1,6,PACHO  ,ESTSI2A,68706,60
VPCNSI-NA2,1,18,PACHO  ,YSAJO1A,467996,40
VPD5ER-NA2,1,20,PADON  ,ESTAPAA,99583,40
VPD5LR-NA2,1,23,PADON  ,PUEBL4A,136390,60
VPD5PP-NA2,1,30,PADON  ,PAPUE  ,227333,40
VPMECA-NA2,1,9,PAMEG  ,PENAB1A,32861,40
VPMEES-NA2,1,17,PAMEG  ,ESTASIA,94303,40
VPNPPO-NA2,1,8,POLIC1A,PAOJO  ,12207,40
VPNPSB-NA2,1,6,POLIC1A,ESTSI2A,4612,60
VPOFM1-NA2,1,9,PAOJO  ,MANOP1A,24667,40
VPOFPN-NA2,1,6,PAOJO  ,POLIC1A,10509,30
VPOFP7-NA2,1,5,PAOJO  ,POLSI2A,7701,30
VPOFV1-NA2,1,8,PAOJO  ,VALLE1A,15815,30
VPPTPG-NA2,1,14,PAPUE  ,PAGMN1A,58616,50
VPPTP4-NA2,1,42,PAPUE  ,PPAPC1A,510423,40
VPPTTO-NA2,1,22,PAPUE  ,CRUCE1A,136058,50
VPCNST-NA2,1,13,PACHO  ,ESTASLA,215225,40
VPCNS1-NA2,1,7,PACHO  ,ETAP11A,93039,40
VAMCCC6-N2,1,41,AMANE2A,CANCP1A,378267,40
VPCNTE-NA2,1,14,PACHO  ,ESTATCA,237068,40
VPCNVE-NA2,1,7,PACHO  ,VERAN3A,88417,40
VPD5SP-NA2,1,27,PADON  ,AVE3CSA,192583,40
VPD5VL-NA2,1,28,PADON  ,VERDB2A,191291,40
VPD599-NA2,1,39,PADON  ,SSMTM3A,409546,50
VPONAL-NA1,1,4,PAOJO  ,ALBROCA,21407,40
VPONA2-NA1,1,5,PAOJO  ,AMELI3A,39193,40
VPONA3-NA1,1,5,PAOJO  ,ADETM2A,28527,60
VPONCN-NA1,1,7,PAOJO  ,CVANA2A,54621,60
VPONCV-NA1,1,6,PAOJO  ,CRUVHVA,43592,60
VPONC5-NA1,1,9,PAOJO  ,HSBCL3A,85063,60
VPONED-NA1,1,4,PAOJO  ,DORAD1A,15596,60
VPONEM-NA1,1,12,PAOJO  ,ESTAMAA,128635,40
VPONEP-NA2,1,12,PAOJO  ,PODERTA,38928,40
VPONE3-NA1,1,6,PAOJO  ,ESTICAA,46291,40
VPONE4-NA1,1,5,PAOJO  ,ESTVARA,30779,40
VPONL2-NA1,1,7,PAOJO  ,LPAVA2A,55046,60
VPONMC-NA1,1,11,PAOJO  ,MERMACA,114132,60
VPQSBV-NA2,1,14,PREAL1A,BVVCS1A,69412,40
VPQSCE-NA2,1,14,PREAL1A,BVVCS2A,68893,40
VPQSPC-PT1,1,22,PREAL1A,PACHO  ,266912,40
VPQSPH-PT1,1,22,PREAL1A,PACUR  ,267609,40
VPQUVL-NA2,1,12,PREAL1A,VERDB2A,37376,40
VPCNV1-NA2,1,10,PACHO  ,VALLE1A,147446,30
VPCNXA-NA2,1,9,PACHO  ,139TM2A,185152,40
VPCOEM-NA1,1,6,PACHO  ,ESTAMAA,11172,40
VPCOMC-NA1,1,6,PACHO  ,MERMACA,10808,60
VPCOPH-NA1,1,3,PACHO  ,PACUR  ,8843,40
VPCSBV-NA2,1,9,PACHO  ,BVVCS1A,64109,40
VPCSCA-NA2,1,18,PACHO  ,PENAB1A,301139,40
VPCSCE-NA2,1,10,PACHO  ,BVVCS2A,78851,40
VPCSCP-CR2,1,27,PACHO  ,CPRAD1A,498399,30
VPD6PG-NA2,1,12,PADON  ,PAGMN1A,34163,50
VPD6P2-NA2,1,19,PADON  ,ESTAPEA,87837,40
VPD6P6-NA2,1,18,PADON  ,PREAL2A,78255,50
VPONM1-NA2,1,9,PAOJO  ,MANOP1A,24667,60
VPONPC-NA1,1,11,PAOJO  ,PACHO  ,124830,40
VPONPD-NA2,1,11,PAOJO  ,PADON  ,178016,40
VPONPH-NA1,1,5,PAOJO  ,PACUR  ,19546,40
VPONPP-NA2,1,5,PAOJO  ,PAPUE  ,31802,40
VPONPT-NA1,1,11,PAOJO  ,PAICT1A,123507,60
VPONPU-NA1,1,7,PAOJO  ,URRACCA,56155,60
VPONST-NA2,1,13,PAOJO  ,ESTASLA,42394,40
VPONS1-NA2,1,7,PAOJO  ,ETAP11A,15686,40
VPUSLR-LB2,1,12,URRACCA,PUEBL4A,100519,60
VPUSMX-NA2,1,17,URRACCA,MAINT1A,236362,40
VPUSPD-NA2,1,25,URRACCA,PADON  ,459396,40
VPUSPP-LB2,1,12,URRACCA,PAPUE  ,100281,40
VPUSVL-CR2,1,11,URRACCA,VERDB2A,83726,40
VPU2PH-NA1,1,5,URRACCA,PACUR  ,9780,40
VPCSCU-CR2,1,15,PACHO  ,CIRCU2A,192471,40
VPCSC1-CR2,1,16,PACHO  ,CONCE1A,216841,40
VPCSDB-CR2,1,25,PACHO  ,CAL1C1A,439937,40
VPCSDI-NA2,1,26,PACHO  ,PARED2A,562138,60
VPD6SI-NA2,1,20,PADON  ,YSAJO1A,97570,40
VPHCC5-NA1,1,6,PACUR  ,HSBCL3A,19830,60
VPHICV-NA1,1,5,PACUR  ,CRUVHVA,18314,60
VPHKCN-NA1,1,5,PACUR  ,CVANA2A,12241,60
VAMCNAL-P1,1,28,AMANE2A,ALBROCA,172430,40
VAMCNEM-N1,1,36,AMANE2A,ESTAMAA,356802,40
VPHKL2-NA1,1,6,PACUR  ,LPAVA2A,16413,60
VPONTE-NA2,1,12,PAOJO  ,ESTATCA,39279,40
VPONTR-NA2,1,16,PAOJO  ,TTOTC1A,60949,40
VPONVV-NA1,1,5,PAOJO  ,VVETK2A,31267,60
VPORAC-NA2,1,3,PAOJO  ,ESTAN1A,2153,60
VPORAE-NA2,1,4,PAOJO  ,ESTAN2A,3618,60
VPOREA-NA2,1,28,PAOJO  ,AMANE1A,178942,40
VPOREC-NA2,1,18,PAOJO  ,ESTACAA,72444,40
VPPTXA-NA2,1,5,PAPUE  ,139TM2A,6350,40
VPPUC1-NA2,1,7,PAPUE  ,CONCE1A,15431,40
VPPUEB-NA2,1,13,PAPUE  ,ETBVE1A,32044,60
VPPUJV-NA2,1,5,PAPUE  ,JJVAL1A,5788,60
VPPUVL-NA2,1,12,PAPUE  ,VERDB2A,41466,40
VPCSDO-NA2,1,24,PACHO  ,ESTA24A,594308,60
VPCSDR-NA2,1,27,PACHO  ,PARED1A,596614,60
VPCSDX-NA2,1,28,PACHO  ,ESTADAA,631941,60
VPHKVV-NA1,1,3,PACUR  ,VVETK2A,5167,60
VPHLED-NA1,1,2,PACUR  ,DORAD1A,7281,60
VPHMA3-NA1,1,6,PACUR  ,ADETM2A,16939,60
VPHMMS-NA2,1,12,PACUR  ,MASMITA,107249,60
VPHNAC-NA2,1,5,PACUR  ,ESTAN1A,53977,60
VPHNAE-NA2,1,5,PACUR  ,ESTAN2A,54536,60
VPHNAZ-NA2,1,19,PACUR  ,EALCDIA,326477,30
VPHNBN-NA2,1,4,PACUR  ,DONBN2A,64074,60
VPHNCH-NA2,1,22,PACUR  ,CHAGR1A,643882,60
VPORGE-NA2,1,10,PAOJO  ,GESTATA,23388,60
VPORLA-NA2,1,4,PAOJO  ,ANDESLA,3728,30
VPORMS-NA2,1,9,PAOJO  ,MASMITA,18447,60
VPORPB-NA2,1,18,PAOJO  ,PACAB  ,72514,40
VPORPF-NA2,1,12,PAOJO  ,PBAVE1A,38403,40
VPORPS-NA2,1,5,PAOJO  ,VPESA1A,6267,30
VPORSB-NA2,1,6,PAOJO  ,ESTSI2A,6668,60
VPORVE-NA2,1,4,PAOJO  ,VERAN3A,3744,40
VPORVR-NA2,1,11,PAOJO  ,VILRICA,28977,40
VPQZP6-NA2,1,2,PREAL1A,PREAL2A,169,50
VPQ7PP-NA2,1,19,PREAL1A,PAPUE  ,91996,40
VPTMED-NA1,1,12,PAICT1A,DORAD1A,30581,60
VPTOPC-NA1,1,4,PAICT1A,PACHO  ,11546,40
VPTOPH-NA1,1,7,PAICT1A,PACUR  ,16803,40
VPTVEM-NA1,1,7,PAICT1A,ESTAMAA,11963,40
VPTVE3-NA1,1,11,PAICT1A,ESTICAA,22178,40
VPTVE4-NA1,1,8,PAICT1A,ESTVARA,28185,40
VPCSEB-NA2,1,15,PACHO  ,ETBVE1A,164248,60
VPCSEL-NA2,1,15,PACHO  ,ETBVE2A,163549,40
VPCSES-NA2,1,34,PACHO  ,ESTASIA,834293,40
VPCSET-NA1,1,9,PACHO  ,COEST1A,86560,60
VPCSMX-NA2,1,19,PACHO  ,MAINT1A,330965,40
VPHNEA-NA2,1,26,PACUR  ,AMANE1A,492965,40
VPHNEC-NA2,1,16,PACUR  ,ESTACAA,258997,40
VPHNEP-NA2,1,12,PACUR  ,PODERTA,175717,40
VPHNER-NA2,1,9,PACUR  ,ESTAPAA,187931,40
VPHNE1-NA2,1,5,PACUR  ,ESTLP2A,80559,40
VPHNE2-NA2,1,8,PACUR  ,ESTLP1A,159116,40
VPOXAZ-NA2,1,21,PAOJO  ,EALCDIA,101683,30
VPOXBN-NA2,1,38,PAOJO  ,DONBN2A,355666,60
VPOXCH-NA2,1,56,PAOJO  ,CHAGR1A,783374,60
VPBNMC-NA1,1,25,PACAB  ,MERMACA,228254,60
VPBNPC-NA1,1,24,PACAB  ,PACHO  ,231812,40
VPBNPD-NA2,1,25,PACAB  ,PADON  ,302461,40
VPBNPH-NA1,1,18,PACAB  ,PACUR  ,89412,40
VPCSNI-NA2,1,32,PACHO  ,NVAES1A,784248,60
VPCSPD-NA2,1,27,PACHO  ,PADON  ,596079,40
VPCSPF-NA2,1,14,PACHO  ,PBAVE1A,153600,40
VPCSPG-NA2,1,15,PACHO  ,PAGMN1A,215785,50
VPHNLA-NA2,1,4,PACUR  ,ANDESLA,40064,30
VPHNLI-NA2,1,8,PACUR  ,PUEBL2A,159072,60
VPHNLR-NA2,1,5,PACUR  ,PUEBL4A,80587,60
VPHNM1-NA2,1,9,PACUR  ,MANOP1A,123066,40
VPHNPB-NA2,1,17,PACUR  ,PACAB  ,264320,40
VPHNPN-NA2,1,4,PACUR  ,POLIC1A,41780,30
VPHNPO-NA2,1,4,PACUR  ,PAOJO  ,39501,40
VPHNPP-NA2,1,5,PACUR  ,PAPUE  ,80046,40
VPHNPS-NA2,1,7,PACUR  ,VPESA1A,84897,30
VPHNP2-NA2,1,15,PACUR  ,ESTAPEA,359765,40
VPHNP7-NA2,1,5,PACUR  ,POLSI2A,57474,30
VPHNSB-NA2,1,4,PACUR  ,ESTSI2A,40257,60
VPO0S2-NA2,1,30,PAOJO  ,SANVI2A,218965,60
VPBNPP-NA2,1,19,PACAB  ,PAPUE  ,112450,40
VPBNPT-NA1,1,25,PACAB  ,PAICT1A,237629,60
VPBNPU-NA1,1,21,PACAB  ,URRACCA,145561,60
VPBNVV-NA1,1,19,PACAB  ,VVETK2A,108315,60
VPCSP4-NA2,1,41,PACHO  ,PPAPC1A,1167796,40
VPCSP6-NA2,1,21,PACHO  ,PREAL2A,400007,50
VPCSSP-LB2,1,11,PACHO  ,AVE3CSA,103391,40
VPCSTO-NA2,1,22,PACHO  ,CRUCE1A,429699,50
VPHNSI-NA2,1,15,PACUR  ,YSAJO1A,361835,40
VPHNST-NA2,1,10,PACUR  ,ESTASLA,142236,40
VPHNS1-NA2,1,5,PACUR  ,ETAP11A,57877,40
VAMCCS7-N2,1,38,AMANE2A,SANVI1A,311791,60
VPHNTE-NA2,1,12,PACUR  ,ESTATCA,175157,40
VPPDCP-NA2,1,8,PAPUE  ,CPRAD1A,18538,30
VPPDCU-NA2,1,7,PAPUE  ,CIRCU2A,17528,40
VPPDDB-NA2,1,7,PAPUE  ,CAL1C1A,14317,40
VPPDEL-NA2,1,14,PAPUE  ,ETBVE2A,38657,40
VPPDER-NA2,1,7,PAPUE  ,ESTAPAA,11431,40
VPBRAC-NA2,1,20,PACAB  ,ESTAN1A,92009,60
VPBRAE-NA2,1,21,PACAB  ,ESTAN2A,101025,60
VPBRCR-NA2,1,3,PACAB  ,CABTK2A,2887,60
VPBREA-NA2,1,12,PACAB  ,AMANE1A,26977,40
VPBRGE-NA2,1,27,PACAB  ,GESTATA,166101,60
VPCSVL-CR2,1,13,PACHO  ,VERDB2A,146769,40
VPCZA2-NA1,1,2,PACHO  ,AMELI3A,779,40
VPC2AL-NA1,1,3,PACHO  ,ALBROCA,7825,40
VPC4C5-NA1,1,7,PACHO  ,HSBCL3A,40763,60
VPC4PT-NA1,1,7,PACHO  ,PAICT1A,39827,60
VPC4PU-NA1,1,7,PACHO  ,URRACCA,40724,60
VPDBDI-NA2,1,2,PADON  ,PARED2A,548,60
VPDBDO-NA2,1,4,PADON  ,ESTA24A,2637,60
VPDBDR-NA2,1,2,PADON  ,PARED1A,552,60
VPDBDX-NA2,1,3,PADON  ,ESTADAA,1955,60
VPDBNI-NA2,1,7,PADON  ,NVAES1A,17918,60
VPDBNT-NA2,1,2,PADON  ,NTOPA2A,973,60
VPDBP4-NA2,1,16,PADON  ,PPAPC1A,95178,40
VPHNTR-NA2,1,13,PACUR  ,TTOTC1A,194630,40
VPHNVE-NA2,1,6,PACUR  ,VERAN3A,68971,40
VPHNV1-NA2,1,6,PACUR  ,VALLE1A,74898,30
VPHNXA-NA2,1,8,PACUR  ,139TM2A,159556,40
VPHOAL-NA1,1,2,PACUR  ,ALBROCA,3704,40
VPHOMC-NA1,1,5,PACUR  ,MERMACA,16232,60
VPHOPC-NA1,1,9,PACUR  ,PACHO  ,29794,40
VPHOPT-NA1,1,10,PACUR  ,PAICT1A,53728,60
VPHSBI-NA2,1,14,PACUR  ,BALBO1A,148466,60
VPPDET-NA1,1,11,PAPUE  ,COEST1A,58912,60
VPPDE1-NA2,1,2,PAPUE  ,ESTLP2A,322,40
VPPDLR-NA2,1,2,PAPUE  ,PUEBL4A,350,60
VPPDSP-NA2,1,4,PAPUE  ,AVE3CSA,3713,40
VPPD99-NA2,1,21,PAPUE  ,SSMTM3A,119023,50
VPPJGU-NA2,1,2,PAPUE  ,GUAVE1A,894,60
VPPJJR-NA2,1,9,PAPUE  ,ESTAJ2A,23177,60
VPPJJ2-NA2,1,3,PAPUE  ,ESTAD2A,1898,40
VPPNAL-NA1,1,9,PAPUE  ,ALBROCA,60838,40
VPPNA3-NA1,1,10,PAPUE  ,ADETM2A,80164,60
VPBRLA-NA2,1,19,PACAB  ,ANDESLA,83948,30
VPBRMS-NA2,1,26,PACAB  ,MASMITA,153609,60
VPBRPO-NA2,1,19,PACAB  ,PAOJO  ,83385,40
VPDDE1-NA2,1,23,PADON  ,ESTLP2A,136265,40
VPDECA-NA2,1,6,PADON  ,PENAB1A,12624,40
VPDEES-NA2,1,14,PADON  ,ESTASIA,49026,40
VPDEIH-NA2,1,14,PADON  ,INATM1A,75405,60
VPDEMX-NA2,1,9,PADON  ,MAINT1A,23794,40
VPDETO-NA2,1,4,PADON  ,CRUCE1A,4229,50
VTAXBN-NA2,1,39,TABLA3A,DONBN2A,352164,60
VTAXCH-NA2,1,57,TABLA3A,CHAGR1A,778054,60
VPXSCE-NA2,1,18,PEGRE1A,BVVCS2A,85759,40
VPXSC5-PT1,1,21,PEGRE1A,HSBCL3A,148062,60
VPXSPC-PT1,1,26,PEGRE1A,PACHO  ,260666,40
VPXSPH-PT1,1,26,PEGRE1A,PACUR  ,261363,40
VPX7DB-NA2,1,8,PEGRE1A,CAL1C1A,19686,40
VPX7ER-NA2,1,6,PEGRE1A,ESTAPAA,8912,40
VSBFEP-NA2,1,18,ESTSI2A,PODERTA,60070,40
VSBFM1-NA2,1,19,ESTSI2A,MANOP1A,72486,40
VSBFPN-NA2,1,12,ESTSI2A,POLIC1A,27238,30
VSBFP7-NA2,1,11,ESTSI2A,POLSI2A,21844,30
VSBFST-NA2,1,18,ESTSI2A,ESTASLA,59864,40
VSBFS1-NA2,1,11,ESTSI2A,ETAP11A,22174,40
